1,4,0.34363
1,5,0.42538
1,7,0.38613
1,16,0.20475
1,17,0.14826
1,31,0.080068
1,35,0.31817
1,41,0.40167
1,47,0.10766
1,48,0.36102
1,50,0.17946
1,56,0.47181
1,65,0.17412
1,71,0.26961
2,6,0.37088
2,12,0.39722
2,15,0.37192
2,18,0.35138
2,24,0.16775
2,25,0.44224
2,26,0.32665
2,29,0.32785
2,33,0.21943
2,34,0.35655
2,39,0.28922
2,55,0.40639
3,11,0.36347
3,12,0.44285
3,13,0.36901
3,14,0.32989
3,15,0.45102
3,18,0.46753
3,19,0.13856
3,20,0.29005
3,22,0.37582
3,27,0.28716
3,30,0.30069
3,38,0.37827
4,1,0.34363
4,3,0.37169
4,5,0.085298
4,7,0.18984
4,12,0.42773
4,15,0.4552
4,16,0.17524
4,17,0.23511
4,18,0.47538
4,19,0.32801
4,31,0.26584
4,35,0.19547
4,41,0.21271
5,1,0.42538
5,3,0.36215
5,4,0.085298
5,7,0.23403
5,12,0.34409
5,15,0.37211
5,16,0.25983
5,17,0.32037
5,18,0.39209
5,19,0.28808
5,31,0.34636
5,35,0.26096
5,39,0.46763
6,9,0.45821
6,12,0.44283
6,15,0.44077
6,18,0.42869
6,23,0.43715
6,25,0.23309
6,29,0.086012
6,32,0.25792
6,34,0.15544
6,39,0.29023
6,42,0.48397
6,44,0.40946
7,3,0.23838
7,12,0.49882
7,19,0.27014
7,20,0.49953
7,41,0.023411
7,45,0.43206
7,46,0.42103
8,2,0.32408
8,10,0.16753
8,12,0.35047
8,15,0.32196
8,18,0.31086
8,24,0.45122
8,28,0.3
8,33,0.46969
8,39,0.383
8,40,0.30476
8,43,0.21948
9,4,0.31051
9,5,0.24072
9,7,0.47336
9,12,0.27769
9,15,0.30619
9,16,0.47802
9,18,0.31872
9,19,0.43384
9,21,0.33794
9,23,0.17457
9,36,0.27859
9,37,0.17789
10,2,0.22197
10,12,0.44038
10,15,0.41013
10,18,0.39308
10,24,0.38334
10,28,0.1783
10,33,0.42319
10,39,0.40953
10,40,0.17707
10,43,0.15364
10,55,0.42204
11,8,0.3012
11,10,0.45775
11,12,0.47952
11,13,0.1583
11,15,0.46399
11,18,0.46655
11,20,0.13163
11,22,0.11309
11,30,0.11921
11,38,0.22201
11,53,0.053279
11,55,0.42766
11,61,0.3548
12,2,0.39722
12,3,0.44285
12,4,0.42773
12,5,0.34409
12,6,0.44283
12,7,0.49882
12,8,0.35047
12,9,0.27769
12,10,0.44038
12,11,0.47952
12,13,0.33248
12,15,0.030276
12,18,0.048534
12,19,0.30436
12,20,0.35371
12,22,0.38097
12,23,0.42782
12,24,0.38425
12,25,0.28012
13,2,0.47768
13,8,0.17964
13,10,0.34716
13,12,0.33248
13,15,0.31352
13,18,0.31366
13,22,0.048873
13,28,0.46425
13,38,0.064575
13,39,0.43401
13,40,0.47107
13,43,0.37097
14,11,0.22828
14,13,0.36671
14,19,0.40248
14,20,0.29988
14,22,0.33137
14,27,0.15809
14,30,0.29566
14,38,0.42212
14,46,0.27901
14,53,0.28023
14,61,0.46968
14,73,0.071059
14,75,0.41184
14,76,0.33735
15,2,0.37192
15,3,0.45102
15,4,0.4552
15,5,0.37211
15,6,0.44077
15,8,0.32196
15,9,0.30619
15,10,0.41013
15,11,0.46399
15,12,0.030276
15,13,0.31352
15,18,0.020542
15,19,0.3133
15,20,0.34102
15,22,0.36231
15,23,0.45278
15,24,0.36855
15,25,0.2926
15,26,0.41914
16,3,0.42202
16,4,0.17524
16,5,0.25983
16,7,0.1839
16,17,0.064778
16,19,0.43391
16,35,0.12325
16,41,0.20171
16,48,0.18696
16,50,0.055331
17,3,0.47637
17,4,0.23511
17,5,0.32037
17,7,0.23853
17,16,0.064778
17,19,0.4963
17,35,0.16991
17,41,0.25352
17,48,0.24846
17,50,0.033516
17,56,0.35311
17,62,0.41734
18,2,0.35138
18,3,0.46753
18,4,0.47538
18,5,0.39209
18,6,0.42869
18,8,0.31086
18,9,0.31872
18,10,0.39308
18,11,0.46655
18,12,0.048534
18,13,0.31366
18,15,0.020542
18,19,0.33034
18,20,0.34611
18,22,0.36253
18,23,0.46069
18,24,0.35014
18,25,0.29043
18,26,0.40561
19,3,0.13856
19,8,0.44651
19,9,0.43384
19,11,0.35089
19,12,0.30436
19,13,0.29667
19,14,0.40248
19,15,0.3133
19,18,0.33034
19,20,0.23773
19,22,0.32029
19,27,0.30366
19,30,0.25132
20,8,0.26473
20,10,0.43226
20,11,0.13163
20,12,0.35371
20,13,0.085132
20,15,0.34102
20,18,0.34611
20,22,0.086443
20,30,0.013907
20,38,0.1251
20,39,0.47764
20,43,0.44891
21,1,0.27272
21,4,0.2075
21,5,0.24868
21,7,0.37381
21,16,0.24721
21,17,0.2642
21,31,0.2031
21,35,0.34606
21,41,0.39702
21,47,0.17773
21,48,0.22558
21,50,0.28544
22,8,0.19967
22,10,0.36438
22,12,0.38097
22,13,0.048873
22,15,0.36231
22,18,0.36253
22,28,0.49467
22,38,0.1132
22,39,0.48207
22,43,0.4049
23,4,0.43619
23,5,0.38593
23,9,0.17457
23,12,0.42782
23,15,0.45278
23,18,0.46069
23,21,0.37698
23,36,0.32314
23,37,0.22773
23,39,0.41351
23,42,0.12667
23,44,0.078059
24,6,0.20355
24,12,0.38425
24,15,0.36855
24,18,0.35014
24,25,0.31917
24,26,0.1592
24,29,0.17178
24,32,0.44864
24,33,0.065567
24,34,0.22187
24,39,0.23199
24,55,0.4137
24,57,0.4106
25,5,0.44988
25,9,0.22548
25,12,0.28012
25,15,0.2926
25,18,0.29043
25,23,0.24517
25,32,0.24286
25,36,0.49808
25,37,0.39385
25,39,0.19149
25,42,0.25746
26,6,0.044391
26,9,0.4665
26,12,0.42395
26,15,0.41914
26,18,0.40561
26,23,0.46119
26,25,0.24165
26,29,0.073427
26,32,0.2987
26,34,0.15184
26,39,0.26702
26,42,0.4978
26,44,0.42702
27,8,0.37611
27,11,0.092956
27,12,0.49156
27,13,0.20906
27,15,0.48128
27,18,0.48768
27,20,0.14355
27,22,0.17677
27,30,0.13815
27,38,0.26413
27,46,0.14486
27,53,0.13514
27,55,0.43946
27,61,0.33892
28,2,0.052581
28,6,0.42322
28,12,0.42261
28,15,0.39553
28,18,0.37518
28,24,0.21985
28,25,0.49008
28,26,0.37894
28,29,0.38015
28,33,0.27194
28,34,0.40671
28,39,0.32884
28,40,0.012518
29,6,0.086012
29,9,0.39557
29,12,0.35703
29,15,0.35476
29,18,0.34278
29,23,0.40363
29,25,0.17258
29,32,0.28058
29,34,0.078758
29,39,0.20451
29,42,0.43002
29,44,0.36271
30,8,0.2597
30,10,0.4271
