-0.5,-0.5,0.2,-0.1,0.1,-2.3562,0.1,0.1,0,0,0,0,0
-0.5,-0.48541,0.19203,0.25,0.14106,-2.1659,0.091203,0.19984,0.35,0.35,0.35,0.35,0
-0.48087,-0.48071,0.18117,0.4133,0.15952,-1.9858,0.038325,0.16863,0.7,0.7,0.7,0.079624,0
-0.46864,-0.47226,0.17154,0.46428,0.17322,-1.8067,-0.072291,0.12205,1.05,1.05,1.05,0.033295,0
-0.47761,-0.47259,0.1606,0.47742,0.17549,-1.6436,-0.18833,0.085232,1.4,0.83858,1.3136,0.026131,0
-0.48681,-0.47237,0.15078,0.48699,0.16462,-1.4966,-0.293,0.059378,1.75,0.67744,1.5257,0.025537,0
-0.49498,-0.47203,0.14231,0.49515,0.14687,-1.3669,-0.38491,0.041284,2.0605,0.54763,1.7038,0.028146,0
-0.50185,-0.47171,0.13513,0.50225,0.12642,-1.2541,-0.46438,0.02861,2.324,0.44058,1.8559,0.032514,0
-0.5077,-0.47141,0.12898,0.50831,0.10587,-1.1575,-0.53223,0.019726,2.5496,0.35107,1.9868,0.037771,0
-0.51272,-0.47114,0.12368,0.51349,0.086761,-1.0758,-0.58947,0.013499,2.7445,0.27523,2.1002,0.043315,0
-0.51706,-0.4709,0.11907,0.51795,0.069913,-1.0079,-0.63717,0.0091337,2.9138,0.21021,2.199,0.048751,0
-0.52085,-0.47069,0.11505,0.5218,0.055675,-0.95224,-0.67646,0.0060746,3.0615,0.15391,2.2855,0.053825,0
-0.52416,-0.47052,0.11153,0.52515,0.044083,-0.90732,-0.70841,0.003931,3.191,0.10479,2.3612,0.058392,0
-0.52707,-0.47038,0.10844,0.52808,0.034975,-0.87166,-0.73408,0.002429,3.3045,0.061663,2.4276,0.062385,0
-0.52962,-0.47027,0.10573,0.53064,0.028074,-0.84383,-0.75444,0.0013767,3.4043,0.023637,2.486,0.065793,0
-0.53188,-0.47018,0.10334,0.5329,0.023046,-0.8225,-0.77038,0.00063962,3.492,-0.010001,2.5372,0.068647,0
-0.53386,-0.47011,0.10124,0.53489,0.019549,-0.80645,-0.7827,0.00012341,3.5691,-0.039814,2.5822,0.070999,0
-0.53561,-0.47006,0.099387,0.53664,0.017255,-0.79464,-0.79208,-0.00023801,3.637,-0.066264,2.6217,0.072917,0
-0.53715,-0.47003,0.097759,0.53818,0.01587,-0.78615,-0.79908,-0.00049096,3.6968,-0.089737,2.6564,0.074469,0
-0.53852,-0.47001,0.096326,0.53955,0.015141,-0.78025,-0.8042,-0.00066788,3.7493,-0.11056,2.6869,0.075719,0
-0.53972,-0.46999,0.095063,0.54075,0.014854,-0.77632,-0.8078,-0.00079154,3.7956,-0.12903,2.7137,0.076727,0
-0.54078,-0.46998,0.093952,0.54181,0.014837,-0.77388,-0.8102,-0.00087787,3.8364,-0.14539,2.7373,0.077541,0
-0.54171,-0.46998,0.092973,0.54274,0.014951,-0.77254,-0.81164,-0.00093804,3.8723,-0.15988,2.758,0.078206,0
-0.54253,-0.46998,0.092111,0.54356,0.015088,-0.77199,-0.81232,-0.00097988,3.9039,-0.17268,2.7763,0.078755,0
-0.54326,-0.46998,0.091352,0.54429,0.01516,-0.77201,-0.81237,-0.0010089,3.9317,-0.18399,2.7923,0.079217,0
-0.5439,-0.46998,0.090683,0.54492,0.015102,-0.77241,-0.81191,-0.0010289,3.9562,-0.19396,2.8065,0.079614,0
-0.54446,-0.46998,0.090094,0.54549,0.014862,-0.77306,-0.81102,-0.0010426,3.9778,-0.20274,2.8189,0.079966,0
-0.54496,-0.46998,0.089576,0.54598,0.014401,-0.77384,-0.80978,-0.0010518,3.9968,-0.21045,2.8299,0.080288,0
-0.5454,-0.46998,0.089119,0.54642,0.013689,-0.77468,-0.80823,-0.001058,4.0136,-0.21722,2.8396,0.080591,0
-0.54578,-0.46998,0.088716,0.5468,0.012702,-0.77551,-0.80641,-0.001062,4.0283,-0.22315,2.8481,0.080887,0
-0.54612,-0.46997,0.088362,0.54714,0.011422,-0.77629,-0.80435,-0.0010645,4.0413,-0.22832,2.8557,0.081183,0
-0.54641,-0.46997,0.088049,0.54743,0.0098352,-0.77698,-0.80208,-0.0010659,4.0528,-0.23282,2.8623,0.081486,0
-0.54667,-0.46997,0.087774,0.54769,0.0079297,-0.77754,-0.79961,-0.0010666,4.0629,-0.23671,2.8682,0.081804,0
-0.5469,-0.46996,0.087531,0.54792,0.0056965,-0.77796,-0.79695,-0.0010667,4.0718,-0.24007,2.8735,0.08214,0
-0.5471,-0.46995,0.087317,0.54811,0.0031275,-0.77822,-0.79413,-0.0010665,4.0797,-0.24293,2.8781,0.082501,0
-0.54727,-0.46994,0.087128,0.54829,0.00021593,-0.77829,-0.79115,-0.001066,4.0866,-0.24537,2.8822,0.08289,0
-0.54743,-0.46993,0.086961,0.54844,-0.0030444,-0.77816,-0.78803,-0.0010654,4.0928,-0.2474,2.8859,0.083311,0
-0.54756,-0.46991,0.086814,0.54857,-0.0066592,-0.77781,-0.78476,-0.0010646,4.0982,-0.24908,2.8892,0.083768,0
-0.54767,-0.4699,0.086684,0.54868,-0.010634,-0.77723,-0.78136,-0.0010638,4.103,-0.25043,2.8921,0.084265,0
-0.54777,-0.46988,0.08657,0.54878,-0.014975,-0.77642,-0.77784,-0.0010628,4.1072,-0.25149,2.8948,0.084806,0
-0.54785,-0.46986,0.086468,0.54886,-0.019687,-0.77534,-0.77421,-0.0010619,4.111,-0.25227,2.8972,0.085394,0
