-0.5,-0.5,0.2,-0.1,0.1,-2.3562,0.1,0.1,0,0,0,0,0
-0.5,-0.48541,0.19203,0.25,0.15513,-2.0744,-0.019113,0.20964,0.35,0.35,0.35,0.35,0
-0.48046,-0.48092,0.18111,0.41957,0.15175,-1.8411,-0.10349,0.18206,0.7,0.7,0.7,0.066502,0
-0.46866,-0.47225,0.17155,0.46558,0.14126,-1.6248,-0.22724,0.13493,1.05,1.05,1.05,0.033966,0
-0.47775,-0.47177,0.16216,0.47468,0.1234,-1.4407,-0.34351,0.096812,1.3941,0.90419,1.2468,0.035499,0
-0.48485,-0.47131,0.15474,0.4829,0.099203,-1.2867,-0.44095,0.069408,1.6663,0.79346,1.4038,0.039856,0
-0.49059,-0.4709,0.1487,0.48973,0.074298,-1.1595,-0.52231,0.049622,1.8884,0.70601,1.5329,0.045458,0
-0.49542,-0.47053,0.1436,0.49535,0.051503,-1.0559,-0.5895,0.03533,2.0762,0.63361,1.6425,0.051282,0
-0.49961,-0.47021,0.13915,0.50007,0.032144,-0.97303,-0.64419,0.025011,2.24,0.57102,1.7382,0.056736,0
-0.50336,-0.46995,0.13517,0.50414,0.016678,-0.90803,-0.68798,0.017565,2.3861,0.51502,1.8236,0.061504,0
-0.50677,-0.46974,0.13157,0.50774,0.0050411,-0.8582,-0.72245,0.012194,2.5186,0.4637,1.9008,0.065454,0
-0.50991,-0.46958,0.12826,0.51099,-0.0031396,-0.82093,-0.74911,0.0083203,2.6401,0.41594,1.9714,0.068573,0
-0.51282,-0.46946,0.12521,0.51396,-0.0083911,-0.79385,-0.76937,0.0055274,2.7521,0.37113,2.0363,0.070931,0
-0.51553,-0.46938,0.12238,0.51671,-0.01129,-0.77479,-0.78451,0.0035139,2.8559,0.32895,2.0962,0.072643,0
-0.51805,-0.46932,0.11975,0.51925,-0.01239,-0.76192,-0.79561,0.0020626,2.9523,0.28921,2.1516,0.073843,0
-0.52041,-0.46929,0.1173,0.52162,-0.012183,-0.7537,-0.80361,0.0010167,3.0419,0.25182,2.2031,0.074661,0
-0.52261,-0.46928,0.11502,0.52382,-0.011077,-0.74891,-0.80923,0.00026316,3.1254,0.2167,2.2509,0.075207,0
-0.52466,-0.46928,0.1129,0.52588,-0.0094004,-0.74657,-0.81306,-0.00027952,3.2032,0.18378,2.2954,0.075574,0
-0.52658,-0.46928,0.11091,0.5278,-0.0074067,-0.74597,-0.81554,-0.00067017,3.2757,0.15296,2.3368,0.075831,0
-0.52837,-0.46929,0.10907,0.52958,-0.005287,-0.74656,-0.817,-0.00095119,3.3433,0.12418,2.3754,0.076028,0
-0.53004,-0.4693,0.10735,0.53125,-0.0031827,-0.74794,-0.81768,-0.0011532,3.4063,0.097319,2.4114,0.076201,0
-0.53159,-0.46931,0.10574,0.5328,-0.0011968,-0.74981,-0.81776,-0.0012981,3.4651,0.072288,2.445,0.076374,0
-0.53304,-0.46933,0.10424,0.53425,0.00059697,-0.75197,-0.81738,-0.001402,3.5199,0.048982,2.4763,0.076561,0
-0.53439,-0.46934,0.10284,0.5356,0.0021461,-0.75426,-0.81662,-0.0014762,3.571,0.027297,2.5055,0.076771,0
-0.53565,-0.46935,0.10154,0.53686,0.0034137,-0.75659,-0.81556,-0.001529,3.6187,0.0071354,2.5328,0.077011,0
-0.53682,-0.46936,0.10033,0.53803,0.0043742,-0.75887,-0.81423,-0.0015665,3.6632,-0.011601,2.5583,0.077282,0
-0.53791,-0.46937,0.099195,0.53912,0.00501,-0.76106,-0.81268,-0.0015928,3.7047,-0.029002,2.582,0.077586,0
-0.53893,-0.46938,0.098139,0.54014,0.0053089,-0.76311,-0.81093,-0.0016111,3.7433,-0.045155,2.6042,0.077922,0
-0.53988,-0.46939,0.097154,0.54108,0.0052627,-0.765,-0.80899,-0.0016237,3.7794,-0.060142,2.625,0.07829,0
-0.54076,-0.46939,0.096236,0.54196,0.0048657,-0.76672,-0.80688,-0.0016321,3.8131,-0.074038,2.6443,0.078691,0
-0.54158,-0.46939,0.09538,0.54278,0.0041139,-0.76825,-0.8046,-0.0016375,3.8444,-0.086915,2.6624,0.079122,0
-0.54235,-0.46939,0.094581,0.54354,0.0030043,-0.76958,-0.80216,-0.0016407,3.8737,-0.098838,2.6792,0.079584,0
-0.54306,-0.46939,0.093837,0.54425,0.0015346,-0.7707,-0.79957,-0.0016423,3.901,-0.10987,2.695,0.080076,0
-0.54372,-0.46939,0.093143,0.54491,-0.00029758,-0.77161,-0.79684,-0.0016429,3.9264,-0.12007,2.7097,0.080599,0
-0.54433,-0.46938,0.092496,0.54553,-0.0024943,-0.77229,-0.79396,-0.0016426,3.9502,-0.12948,2.7235,0.081154,0
-0.5449,-0.46937,0.091892,0.5461,-0.0050579,-0.77275,-0.79094,-0.0016418,3.9723,-0.13816,2.7364,0.081741,0
-0.54544,-0.46936,0.09133,0.54663,-0.007991,-0.77297,-0.78779,-0.0016405,3.993,-0.14615,2.7484,0.082361,0
-0.54593,-0.46935,0.090805,0.54712,-0.011296,-0.77295,-0.78451,-0.0016389,4.0122,-0.1535,2.7597,0.083017,0
-0.54639,-0.46934,0.090316,0.54758,-0.014977,-0.77267,-0.78111,-0.0016371,4.0302,-0.16023,2.7702,0.083709,0
-0.54681,-0.46932,0.089861,0.548,-0.019038,-0.77213,-0.77759,-0.0016352,4.0469,-0.16639,2.7801,0.084441,0
-0.54721,-0.4693,0.089436,0.54839,-0.023482,-0.77132,-0.77396,-0.0016331,4.0626,-0.17201,2.7893,0.085214,0
-0.54757,-0.46928,0.089039,0.54876,-0.028313,-0.77022,-0.77023,-0.001631,4.0771,-0.17711,2.798,0.086032,0
-0.54791,-0.46925,0.08867,0.54909,-0.033538,-0.76882,-0.76641,-0.0016288,4.0907,-0.18172,2.8061,0.086898,0
-0.54822,-0.46922,0.088325,0.5494,-0.039162,-0.76711,-0.7625,-0.0016266,4.1034,-0.18587,2.8137,0.087815,0
-0.54851,-0.46919,0.088004,0.54969,-0.04519,-0.76506,-0.75852,-0.0016243,4.1153,-0.18957,2.8209,0.088788,0
-0.54878,-0.46916,0.087704,0.54996,-0.051629,-0.76267,-0.75448,-0.0016221,4.1264,-0.19285,2.8276,0.089822,0
-0.54902,-0.46912,0.087425,0.5502,-0.058485,-0.75991,-0.75039,-0.0016198,4.1367,-0.19572,2.834,0.09092,0
-0.54925,-0.46908,0.087164,0.55042,-0.065767,-0.75676,-0.74626,-0.0016175,4.1463,-0.1982,2.84,0.09209,0
-0.54945,-0.46904,0.086921,0.55063,-0.073483,-0.75319,-0.74211,-0.0016152,4.1553,-0.2003,2.8457,0.093336,0
-0.54964,-0.46899,0.086694,0.55081,-0.081639,-0.7492,-0.73795,-0.0016129,4.1638,-0.20202,2.8511,0.094666,0
-0.54981,-0.46894,0.086482,0.55098,-0.090246,-0.74474,-0.73381,-0.0016106,4.1717,-0.20338,2.8562,0.096086,0
-0.54997,-0.46888,0.086285,0.55114,-0.099314,-0.73979,-0.72969,-0.0016083,4.179,-0.20437,2.861,0.097606,0
-0.55011,-0.46882,0.0861,0.55128,-0.10885,-0.73433,-0.72562,-0.001606,4.1859,-0.20502,2.8657,0.099234,0
-0.55023,-0.46876,0.085927,0.5514,-0.11887,-0.72832,-0.72162,-0.0016037,4.1924,-0.2053,2.8701,0.10098,0
-0.55034,-0.46868,0.085766,0.55151,-0.12938,-0.72172,-0.7177,-0.0016014,4.1985,-0.20523,2.8744,0.10286,0
-0.55044,-0.46861,0.085615,0.55161,-0.14039,-0.71451,-0.71391,-0.0015991,4.2042,-0.2048,2.8785,0.10488,0
-0.55053,-0.46852,0.085474,0.55169,-0.15192,-0.70664,-0.71025,-0.0015968,4.2096,-0.204,2.8825,0.10705,0
-0.5506,-0.46843,0.085342,0.55176,-0.16399,-0.69806,-0.70676,-0.0015945,4.2146,-0.20281,2.8864,0.1094,0
-0.55066,-0.46833,0.085218,0.55182,-0.1766,-0.68875,-0.70347,-0.0015922,4.2194,-0.20123,2.8902,0.11194,0
-0.5507,-0.46822,0.085101,0.55186,-0.18977,-0.67864,-0.70041,-0.0015899,4.2239,-0.19924,2.8939,0.11469,0
-0.55074,-0.4681,0.084992,0.5519,-0.20352,-0.66769,-0.69761,-0.0015876,4.2282,-0.19681,2.8976,0.11767,0
