6,-2.5,4.5,-5,3.5,1.5
6.1536,-2.462,4.522,-5.1371,3.2744,1.6406
6.1401,-2.4795,4.5421,-5.209,3.2844,1.5659
6.1404,-2.4795,4.5436,-5.2056,3.2844,1.5708
